"cod_reg";"ano";"tri";"t01";"t02";"t03";"t04";"t05";"t09";"t10";"t11";"t12";"t13";"t14";"t15";"t16";"t17";"t18";"t19";"t20";"t201";"t202";"t203";"t21";"t22";"t23";"t24";"t25";"t26";"t27";"t28";"t29";"t30";"t31";"t32";"t33";"t34";"t35";"t36";"t37";"t38";"t39";"t40";"t41";"t42";"t43";"t44";"t45";"t46";"t47";"t48";"t49";"t50";"t51";"t52";"t53";"t54";"t55";"t56";"t57";"t58";"t59";"t60";"t61";"t62";"t63";"t65";"t66";"t67";"t68";"t69";"t70";"t71";"t72";"t73";"t74";"t75";"t76";"t77";"t78";"t79";"t80";"t81";"t82";"t83";"t84";"t85";"t86";"t87";"t88";"t89";"t90";"t91";"t92"
"38";2018;4;85;152;4907;NA;3508;562;629;NA;NA;NA;NA;0;NA;2115;134;30;29;95;74;21;12;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;950;1337;1;8448;70;89;56;867;1025;63256;120;0;12;0;NA;1122;NA;NA;0;NA;2;0;0;NA;0;NA;0;0;0;0;0;0;0;1;0;0;1643;NA;114;0;3;7;111;21;NA;2986;NA;NA;19838;228;10880;3405;443;0
"39";2018;4;262;231;9556;NA;14233;1022;1330;NA;NA;NA;NA;0;NA;6971;1731;85;81;159;123;36;51;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23;1927;2640;0;26087;197;265;92;2440;1623;258879;1321;2;52;0;NA;2326;NA;NA;0;NA;5;0;1;NA;0;NA;0;4;0;1;0;0;0;0;0;0;3755;NA;1881;1;93;591;1787;64;NA;2355;NA;NA;54061;2684;28698;6425;1246;18
"40";2018;4;85;87;3269;NA;3253;353;350;NA;NA;NA;NA;0;NA;1949;122;16;16;56;44;12;10;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;792;780;1;7140;64;71;17;677;416;71375;113;0;10;0;NA;750;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;1011;NA;187;0;2;16;185;28;NA;1029;NA;NA;15522;269;8062;2137;287;0
"10";2019;1;732;918;24377;NA;121887;1277;2020;29765;2677;NA;33686;1;NA;60431;8744;135;128;638;438;200;178;0;13;NA;28788;NA;NA;2632;NA;NA;NA;NA;33766;NA;NA;NA;284;3264;7722;4;131547;732;759;112;8340;3583;1029194;5360;14;189;0;NA;4828;NA;NA;4;NA;25;4;15;NA;2;NA;0;16;3;7;0;2;25;12;1;1;8340;NA;32996;4;863;5128;32129;192;NA;1985;NA;NA;174519;38954;155307;23235;1891;64
"20";2019;1;440;696;16816;NA;47135;910;1695;19310;1757;NA;17830;0;NA;16910;5339;97;88;594;459;135;163;1;9;NA;19190;NA;NA;1649;NA;NA;NA;NA;16660;NA;NA;NA;151;2557;5174;5;62340;453;560;131;5464;2547;520018;3364;9;181;1;NA;3338;NA;NA;4;NA;14;1;10;NA;0;NA;1;7;3;5;0;0;3;3;0;0;7330;NA;14677;1;483;3682;14193;145;NA;3233;NA;NA;130991;19125;70590;16082;1682;31
"30";2019;1;2151;2681;75779;NA;108177;7448;10489;59572;4453;NA;71869;0;NA;59146;8084;548;505;1812;1344;468;372;4;16;NA;57318;NA;NA;4260;NA;NA;NA;NA;68792;NA;NA;NA;415;11792;20737;12;196555;1700;2294;727;18372;14701;2283394;5885;17;388;4;NA;16918;NA;NA;5;NA;38;1;6;NA;1;NA;2;5;8;11;0;0;10;10;0;1;29941;NA;14699;0;458;2745;14241;551;NA;23273;NA;NA;421542;19644;221492;55001;8753;84
"99";2019;1;3323;4295;116972;NA;277199;9635;14204;108647;8887;NA;123385;1;NA;136487;22167;780;721;3044;2241;803;713;5;38;NA;105296;NA;NA;8541;NA;NA;NA;NA;119218;NA;NA;NA;850;17613;33633;21;390442;2885;3613;970;32176;20831;3832606;14609;40;758;5;NA;25084;NA;NA;13;NA;77;6;31;NA;3;NA;3;28;14;23;0;2;38;25;1;2;45611;NA;62372;5;1804;11555;60563;888;NA;28491;NA;NA;727052;77723;447389;94318;12326;179
"31";2019;1;291;300;8070;NA;11365;542;782;NA;NA;NA;NA;0;NA;5979;1103;59;55;202;147;55;75;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26;968;2289;1;20042;197;254;94;1715;1019;199811;563;5;80;0;NA;1640;NA;NA;1;NA;3;0;1;NA;0;NA;0;0;1;2;0;0;1;0;0;0;2498;NA;1758;0;47;344;1711;88;NA;2083;NA;NA;44191;2383;22699;5957;724;11
"32";2019;1;246;363;10799;NA;19326;793;1199;NA;NA;NA;NA;0;NA;9594;1775;70;67;242;163;79;62;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;1811;2925;1;35606;185;261;55;2498;1324;177267;1251;2;65;0;NA;2191;NA;NA;2;NA;3;0;2;NA;0;NA;0;0;2;0;0;0;2;2;0;0;3402;NA;3058;0;121;951;2937;67;NA;1779;NA;NA;72373;4315;34671;7482;1013;10
"33";2019;1;365;329;10437;NA;16915;1206;1809;NA;NA;NA;NA;0;NA;9968;1147;79;73;215;154;61;43;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;1272;2758;1;27543;363;461;139;2904;2026;518577;879;0;45;1;NA;2035;NA;NA;0;NA;8;0;1;NA;0;NA;0;0;0;0;0;0;1;0;0;0;4477;NA;1821;0;49;310;1772;68;NA;3197;NA;NA;62807;2389;32731;8317;1540;6
"34";2019;1;153;216;7081;NA;7649;873;781;NA;NA;NA;NA;0;NA;4846;369;39;36;143;106;37;21;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;1184;1934;1;16541;142;161;61;1480;1535;92129;363;2;22;0;NA;1449;NA;NA;1;NA;3;1;0;NA;0;NA;0;1;2;3;0;0;1;0;0;1;2756;NA;485;0;12;17;473;32;NA;2719;NA;NA;35314;668;18049;4524;666;3
"35";2019;1;99;193;5784;NA;5883;545;752;NA;NA;NA;NA;0;NA;3769;402;56;49;138;103;35;20;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1301;1521;0;12070;99;132;61;1105;1328;108545;315;0;21;0;NA;1526;NA;NA;0;NA;1;0;0;NA;0;NA;0;1;0;1;0;0;1;0;0;0;2257;NA;381;0;8;22;373;40;NA;2543;NA;NA;28377;561;14683;4273;639;5
"36";2019;1;242;266;5990;NA;15565;465;1425;NA;NA;NA;NA;0;NA;7871;696;54;49;191;137;54;43;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95;812;1675;2;22678;150;248;89;1904;1433;276861;641;2;44;0;NA;1603;NA;NA;0;NA;12;0;2;NA;1;NA;1;3;0;1;0;0;0;1;0;0;3086;NA;4008;0;128;414;3880;90;NA;2322;NA;NA;42136;4658;25314;4815;701;15
"37";2019;1;270;470;9027;NA;11055;990;1101;NA;NA;NA;NA;0;NA;6141;921;84;78;339;269;70;43;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;1042;2566;1;20261;159;228;64;2414;2665;170455;542;2;44;1;NA;2300;NA;NA;1;NA;3;0;0;NA;0;NA;0;0;1;3;0;0;3;3;0;0;4412;NA;1091;0;18;219;1073;75;NA;2092;NA;NA;45774;1694;24943;6686;996;17
"38";2019;1;138;147;5202;NA;3699;550;663;NA;NA;NA;NA;0;NA;2262;110;26;23;88;73;15;10;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;819;1444;2;8548;81;105;49;968;1121;64067;96;1;10;1;NA;1165;NA;NA;0;NA;1;0;0;NA;0;NA;0;0;0;1;0;0;0;2;0;0;1833;NA;110;0;2;5;108;18;NA;2980;NA;NA;20300;214;11426;3558;482;2
"39";2019;1;277;301;10105;NA;13511;1102;1556;NA;NA;NA;NA;0;NA;6733;1462;56;51;185;138;47;42;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41;1862;2853;3;26245;232;340;100;2645;1715;255970;1148;3;44;1;NA;2306;NA;NA;0;NA;4;0;0;NA;0;NA;1;0;1;0;0;0;1;2;0;0;4051;NA;1765;0;70;450;1695;50;NA;2401;NA;NA;54744;2445;28881;6900;1587;15
"40";2019;1;70;96;3284;NA;3209;382;421;NA;NA;NA;NA;0;NA;1983;99;25;24;69;54;15;13;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;721;772;0;7021;92;104;15;739;535;78695;87;0;13;0;NA;703;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;1;0;0;0;0;0;0;0;1169;NA;222;0;3;13;219;23;NA;1157;NA;NA;15526;317;8095;2489;405;0
"10";2019;2;758;909;23954;NA;126337;1429;2251;31117;2880;NA;35686;2;NA;58522;9841;101;99;605;428;177;150;1;18;NA;31622;NA;NA;2701;NA;NA;NA;NA;36353;NA;NA;NA;375;3696;7492;5;126263;991;948;84;9043;3877;1087486;5871;18;157;1;NA;5352;NA;NA;3;NA;41;3;14;NA;3;NA;0;16;2;6;0;0;22;18;5;2;9435;NA;35174;4;878;5581;34292;191;NA;2216;NA;NA;174542;41530;160232;24345;2184;93
"20";2019;2;479;686;17037;NA;48591;989;1759;21356;1720;NA;19338;1;NA;17891;5565;126;119;586;433;153;135;0;10;NA;21072;NA;NA;1830;NA;NA;NA;NA;18547;NA;NA;NA;141;2747;5303;10;60631;540;692;150;5627;3496;602821;3146;11;142;0;NA;3518;NA;NA;4;NA;13;2;9;NA;2;NA;0;7;2;5;0;0;4;4;0;1;8354;NA;15019;1;437;3792;14581;156;NA;3110;NA;NA;134982;19543;72580;16350;1821;24
"30";2019;2;2045;2517;73554;NA;107691;7407;9988;59877;4371;NA;74618;2;NA;58411;7761;643;616;1725;1331;394;396;2;21;NA;61726;NA;NA;4300;NA;NA;NA;NA;74459;NA;NA;NA;392;13022;18978;19;188034;1618;2162;878;18196;15731;2208436;5472;22;408;2;NA;17272;NA;NA;6;NA;34;0;3;NA;1;NA;0;5;3;12;0;0;6;10;1;2;30738;NA;13963;1;417;2730;13545;513;NA;24088;NA;NA;418233;18837;218429;57144;8553;62
"99";2019;2;3282;4112;114545;NA;282619;9825;13998;112350;8971;NA;129642;5;NA;134824;23167;870;834;2916;2192;724;681;3;49;NA;114420;NA;NA;8831;NA;NA;NA;NA;129359;NA;NA;NA;908;19465;31773;34;374928;3149;3802;1112;32866;23104;3898743;14489;51;707;3;NA;26142;NA;NA;13;NA;88;5;26;NA;6;NA;0;28;7;23;0;0;32;32;6;5;48527;NA;64156;6;1732;12103;62418;860;NA;29414;NA;NA;727757;79910;451241;97839;12558;179
"31";2019;2;281;302;7355;NA;11197;550;710;NA;NA;NA;NA;0;NA;5652;994;75;73;226;175;51;77;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41;981;1970;1;18920;193;230;119;1649;1103;179965;518;2;80;0;NA;1509;NA;NA;0;NA;9;0;1;NA;0;NA;0;1;0;1;0;0;1;0;0;1;2507;NA;1870;0;47;331;1823;78;NA;1959;NA;NA;42339;2506;21623;6013;693;4
"32";2019;2;272;357;10348;NA;19134;882;1092;NA;NA;NA;NA;0;NA;9304;1737;86;83;231;168;63;75;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;1873;2617;2;33935;143;207;78;2558;1370;189246;1193;4;77;0;NA;2195;NA;NA;1;NA;1;0;1;NA;0;NA;0;1;1;4;0;0;2;2;0;0;3488;NA;2960;0;108;950;2852;61;NA;1948;NA;NA;71225;4219;34008;8389;894;9
"33";2019;2;265;310;10458;NA;16820;1250;1846;NA;NA;NA;NA;1;NA;10050;1220;107;101;235;177;58;65;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1519;2743;5;26884;345;475;133;3178;2277;505670;862;3;70;0;NA;2288;NA;NA;0;NA;6;0;0;NA;0;NA;0;0;0;1;0;0;1;0;1;1;4905;NA;1602;0;41;282;1561;70;NA;3340;NA;NA;62919;2188;32972;8372;1627;5
"34";2019;2;165;247;7099;NA;8049;847;834;NA;NA;NA;NA;1;NA;5099;370;41;39;151;117;34;24;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29;1477;1740;2;15739;182;208;69;1546;1665;90956;347;2;24;0;NA;1492;NA;NA;1;NA;1;0;0;NA;0;NA;0;0;1;1;0;0;0;2;0;0;2948;NA;401;0;13;37;388;46;NA;2908;NA;NA;35106;616;18568;4998;762;7
"35";2019;2;109;216;5974;NA;5982;504;699;NA;NA;NA;NA;0;NA;3803;424;53;52;140;109;31;20;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;1537;1543;2;12138;84;110;98;1101;1468;114361;286;2;21;1;NA;1640;NA;NA;1;NA;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;2399;NA;347;0;2;37;345;31;NA;2557;NA;NA;28671;546;15015;4490;612;4
"36";2019;2;253;181;5461;NA;14515;485;1059;NA;NA;NA;NA;0;NA;7240;673;57;53;138;102;36;28;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56;747;1476;2;18591;98;180;93;1612;1282;225797;611;2;28;1;NA;1559;NA;NA;1;NA;11;0;0;NA;0;NA;0;2;0;2;0;0;1;3;0;0;2672;NA;3599;1;115;396;3483;70;NA;1898;NA;NA;42787;4163;23260;4449;531;19
"37";2019;2;277;414;8754;NA;11195;925;1125;NA;NA;NA;NA;0;NA;6194;776;88;87;297;235;62;38;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;1081;2409;1;20358;168;250;94;2357;3006;180185;504;4;38;0;NA;2300;NA;NA;2;NA;4;0;0;NA;0;NA;0;1;0;1;0;0;1;1;0;0;4773;NA;1109;0;29;205;1080;57;NA;2310;NA;NA;45802;1653;24713;7110;1012;4
"38";2019;2;109;134;4935;NA;3735;506;664;NA;NA;NA;NA;0;NA;2213;90;31;31;78;69;9;16;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;832;1304;0;8882;87;101;70;930;1305;65993;104;2;16;0;NA;1223;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;1974;NA;115;0;2;11;113;19;NA;3206;NA;NA;20301;222;11197;3874;493;0
"39";2019;2;250;274;9904;NA;14032;1078;1491;NA;NA;NA;NA;0;NA;7106;1396;84;77;181;138;43;40;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;2186;2520;4;25705;232;305;99;2510;1750;271279;944;1;40;0;NA;2350;NA;NA;0;NA;2;0;1;NA;1;NA;0;0;1;2;0;0;0;2;0;0;3912;NA;1783;0;57;458;1726;57;NA;2743;NA;NA;53951;2463;29129;6840;1499;10
"40";2019;2;64;82;3266;NA;3032;380;468;NA;NA;NA;NA;0;NA;1750;81;21;20;48;41;7;13;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;789;656;0;6882;86;96;25;755;505;75432;103;0;14;0;NA;716;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;1160;NA;177;0;3;23;174;24;NA;1219;NA;NA;15132;261;7944;2609;430;0
"10";2019;3;612;895;22441;NA;121566;1363;2555;30189;2847;NA;35274;1;NA;53759;9814;105;98;660;481;179;145;2;14;NA;30157;NA;NA;3107;NA;NA;NA;NA;35170;NA;NA;NA;284;3589;6977;4;126457;860;939;87;8575;4163;1060479;5427;15;154;2;NA;5332;NA;NA;8;NA;41;3;26;NA;0;NA;1;27;4;8;0;0;15;12;2;1;9123;NA;35817;3;919;4829;34895;184;NA;2173;NA;NA;170708;41466;154152;23306;2042;64
"20";2019;3;477;706;16066;NA;48070;980;1473;19786;1790;NA;17876;2;NA;17306;5541;125;117;641;488;153;124;2;15;NA;19398;NA;NA;1793;NA;NA;NA;NA;18262;NA;NA;NA;112;2531;4966;2;61523;453;547;115;5238;3078;593633;3010;16;125;2;NA;3743;NA;NA;4;NA;9;1;6;NA;2;NA;0;10;1;5;0;0;4;2;0;0;7680;NA;14866;0;360;3150;14506;120;NA;2869;NA;NA;128537;18798;71038;15195;1565;37
"30";2019;3;1982;2620;72106;NA;106651;7715;10069;59339;4601;NA;75139;0;NA;56242;7780;680;657;1801;1347;454;322;3;18;NA;57490;NA;NA;4442;NA;NA;NA;NA;74302;NA;NA;NA;406;13284;18640;14;191087;1514;2098;723;17449;16134;2143383;5116;18;336;3;NA;18873;NA;NA;7;NA;34;3;3;NA;1;NA;1;3;3;9;0;1;11;11;2;2;30723;NA;13645;1;420;2560;13224;463;NA;24199;NA;NA;418350;18346;218034;56242;8350;54
"99";2019;3;3071;4221;110613;NA;276287;10058;14097;109314;9238;NA;128289;3;NA;127307;23135;910;872;3102;2316;786;591;7;47;NA;107045;NA;NA;9342;NA;NA;NA;NA;127734;NA;NA;NA;802;19404;30583;20;379067;2827;3584;925;31262;23375;3797495;13553;49;615;7;NA;27948;NA;NA;19;NA;84;7;35;NA;3;NA;2;40;8;22;0;1;30;25;4;3;47526;NA;64328;4;1699;10539;62625;767;NA;29241;NA;NA;717595;78610;443224;94743;11957;155
"31";2019;3;281;263;7102;NA;10664;590;830;NA;NA;NA;NA;0;NA;5390;784;48;46;178;134;44;64;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;1009;1875;1;19999;183;239;90;1678;1275;199285;476;4;68;0;NA;1743;NA;NA;2;NA;4;1;0;NA;0;NA;0;0;0;0;0;0;0;0;1;0;2717;NA;1719;0;44;265;1675;72;NA;2070;NA;NA;42998;2230;21192;6217;811;8
"32";2019;3;204;377;10152;NA;20235;825;1159;NA;NA;NA;NA;0;NA;9533;1970;95;90;233;169;64;50;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;1881;2561;2;34467;169;237;72;2499;1427;164778;1220;3;55;1;NA;2398;NA;NA;0;NA;2;0;1;NA;0;NA;0;1;0;0;0;0;0;0;1;1;3468;NA;3179;0;114;1033;3065;63;NA;1755;NA;NA;72346;4498;35146;7962;926;3
"33";2019;3;310;351;10189;NA;15745;1349;1775;NA;NA;NA;NA;0;NA;9244;1045;105;102;256;188;68;51;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1485;2772;1;27556;299;427;136;2771;2274;476347;724;2;53;1;NA;2469;NA;NA;0;NA;10;1;2;NA;0;NA;0;0;1;0;0;0;6;1;0;0;4710;NA;1431;0;42;214;1389;58;NA;3599;NA;NA;62392;1954;31878;8154;1445;5
"34";2019;3;166;252;6936;NA;7460;835;839;NA;NA;NA;NA;0;NA;4516;311;60;60;154;112;42;21;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;1526;1738;0;15751;157;184;58;1459;1706;90822;288;2;21;0;NA;1721;NA;NA;0;NA;4;0;0;NA;0;NA;0;0;0;1;0;0;1;3;0;1;2920;NA;403;0;10;38;393;38;NA;2498;NA;NA;34664;618;18043;4438;724;3
"35";2019;3;79;201;5911;NA;6366;583;810;NA;NA;NA;NA;0;NA;4041;364;55;55;154;114;40;16;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;1590;1432;1;12806;105;148;76;1167;1457;110976;268;1;16;0;NA;1714;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;2406;NA;286;0;3;18;283;39;NA;2854;NA;NA;29614;475;15585;4588;725;1
"36";2019;3;215;252;5280;NA;13970;619;1099;NA;NA;NA;NA;0;NA;6910;728;57;51;169;125;44;31;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;781;1355;0;18096;136;248;95;1519;1336;230702;527;2;31;0;NA;1507;NA;NA;2;NA;10;1;0;NA;1;NA;1;1;2;2;0;0;2;5;0;0;2698;NA;3440;0;78;346;3362;44;NA;2105;NA;NA;41481;3988;22727;4334;563;18
"37";2019;3;288;434;8250;NA;11079;936;1094;NA;NA;NA;NA;0;NA;5898;769;112;110;328;256;72;33;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;1118;2255;1;20262;124;191;86;2279;3004;171544;466;2;33;1;NA;2439;NA;NA;2;NA;3;0;0;NA;0;NA;0;0;0;0;0;0;2;0;0;0;4697;NA;1000;0;27;181;973;47;NA;2289;NA;NA;45094;1544;24232;6878;942;7
"38";2019;3;107;136;4883;NA;3656;524;623;NA;NA;NA;NA;0;NA;2135;88;38;36;85;69;16;8;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;880;1326;1;9179;84;119;33;896;1260;62472;92;0;8;0;NA;1391;NA;NA;1;NA;0;0;0;NA;0;NA;0;0;0;2;0;0;0;0;0;0;1920;NA;88;0;7;6;81;12;NA;3071;NA;NA;20773;187;11213;3920;512;1
"39";2019;3;250;264;9994;NA;14125;1057;1399;NA;NA;NA;NA;0;NA;6666;1613;89;88;177;129;48;34;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;2139;2620;5;25582;206;250;62;2470;1793;262737;954;2;37;0;NA;2637;NA;NA;0;NA;1;0;0;NA;0;NA;0;1;0;4;0;1;0;2;0;0;3954;NA;1941;1;94;452;1846;62;NA;2645;NA;NA;52904;2606;29476;7010;1339;8
"40";2019;3;82;90;3409;NA;3351;397;441;NA;NA;NA;NA;0;NA;1909;108;21;19;67;51;16;14;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;875;706;2;7389;51;55;15;711;602;75199;101;0;14;0;NA;854;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;1233;NA;158;0;1;7;157;28;NA;1313;NA;NA;16084;246;8542;2741;363;0
"10";2019;4;628;1066;24690;NA;123633;1450;1799;28746;2967;NA;30211;0;NA;53854;8932;104;96;760;544;216;177;0;19;NA;27664;NA;NA;2503;NA;NA;NA;NA;30866;NA;NA;NA;376;3597;7673;9;116914;825;899;60;7826;3479;999141;5560;19;185;0;NA;5310;NA;NA;3;NA;44;4;27;NA;2;NA;0;20;4;2;0;0;23;14;4;3;7878;NA;37147;2;1092;5691;36053;179;NA;2170;NA;NA;162472;43794;157948;22080;1752;94
"20";2019;4;457;764;16025;NA;46363;888;1405;18725;1769;NA;16340;2;NA;16703;5253;124;112;683;512;171;144;1;9;NA;18644;NA;NA;1618;NA;NA;NA;NA;15868;NA;NA;NA;135;2493;5393;5;60564;455;568;98;4695;2603;560519;3079;9;147;1;NA;3536;NA;NA;0;NA;17;2;12;NA;2;NA;0;6;1;3;0;0;3;7;0;0;6836;NA;14497;1;564;3767;13932;144;NA;2500;NA;NA;127775;19102;68981;14695;1421;39
"30";2019;4;2054;2767;74497;NA;102926;7157;8969;54907;4763;NA;66577;0;NA;52992;7998;632;602;1869;1412;457;472;2;30;NA;53280;NA;NA;4317;NA;NA;NA;NA;64434;NA;NA;NA;416;12401;20809;15;183620;1362;1785;647;16479;14006;2011683;5371;31;494;3;NA;17253;NA;NA;2;NA;41;0;3;NA;1;NA;0;7;4;14;0;0;3;26;2;1;27892;NA;12897;3;434;2862;12460;526;NA;21233;NA;NA;406254;18130;213569;52517;7469;70
"99";2019;4;3139;4597;115212;NA;272922;9495;12173;102378;9499;NA;113128;2;NA;123549;22183;860;810;3312;2468;844;793;3;58;NA;99588;NA;NA;8438;NA;NA;NA;NA;111168;NA;NA;NA;927;18491;33875;29;361098;2642;3252;805;29000;20088;3571343;14010;59;826;4;NA;26099;NA;NA;5;NA;102;6;42;NA;5;NA;0;33;9;19;0;0;29;47;6;4;42606;NA;64541;6;2090;12320;62445;849;NA;25903;NA;NA;696501;81026;440498;89292;10642;203
"31";2019;4;293;324;7330;NA;10253;577;773;NA;NA;NA;NA;0;NA;5061;799;67;65;236;181;55;75;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;867;2087;4;19513;170;223;93;1524;944;173798;491;2;75;0;NA;1600;NA;NA;0;NA;6;0;0;NA;0;NA;0;2;1;0;0;0;1;3;0;0;2210;NA;1624;0;43;351;1581;86;NA;1841;NA;NA;42050;2287;20857;5515;771;4
"32";2019;4;315;378;10566;NA;19230;857;1065;NA;NA;NA;NA;0;NA;8662;1982;95;92;217;163;54;86;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;1844;2754;2;33110;145;205;56;2361;1257;141693;1260;5;90;2;NA;2308;NA;NA;0;NA;5;0;3;NA;0;NA;0;1;1;0;0;0;0;3;0;0;3240;NA;2797;0;169;1024;2628;63;NA;1733;NA;NA;70334;4129;34404;7321;849;12
"33";2019;4;255;366;10450;NA;15564;1172;1496;NA;NA;NA;NA;0;NA;9104;1155;100;92;250;179;71;61;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;1427;3042;1;25731;256;315;109;2569;1994;441173;692;5;63;0;NA;2106;NA;NA;0;NA;8;0;0;NA;0;NA;0;1;0;1;0;0;0;6;0;0;4201;NA;1408;0;38;311;1370;76;NA;2978;NA;NA;59436;2035;31154;7882;1176;1
"34";2019;4;148;261;7334;NA;7172;824;680;NA;NA;NA;NA;0;NA;4095;331;53;52;167;135;32;24;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;1412;1981;4;15038;142;159;56;1318;1459;84489;298;4;26;0;NA;1540;NA;NA;0;NA;6;0;0;NA;0;NA;0;1;1;0;0;0;0;2;2;0;2589;NA;407;0;7;41;400;42;NA;2268;NA;NA;33626;643;17811;4209;582;6
"35";2019;4;131;233;6163;NA;5468;519;696;NA;NA;NA;NA;0;NA;3293;347;55;52;163;131;32;19;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56;1447;1619;0;11332;91;113;60;1017;1198;100070;214;3;19;1;NA;1569;NA;NA;0;NA;2;0;0;NA;0;NA;0;0;0;0;0;0;0;2;0;0;2084;NA;262;1;4;25;257;43;NA;2343;NA;NA;27386;472;14648;4244;612;12
"36";2019;4;240;239;5888;NA;14148;498;1119;NA;NA;NA;NA;0;NA;6916;807;61;57;166;115;51;39;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;792;1860;1;18825;127;216;83;1640;1356;231740;641;2;48;0;NA;1598;NA;NA;0;NA;5;0;0;NA;1;NA;0;1;1;7;0;0;1;4;0;0;2804;NA;3473;0;74;337;3399;60;NA;2029;NA;NA;43114;4017;23490;4247;602;9
"37";2019;4;226;462;8367;NA;10751;862;1044;NA;NA;NA;NA;0;NA;5609;712;95;93;338;252;86;74;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;1008;2414;1;18902;129;166;66;2252;2709;165571;476;2;75;0;NA;2331;NA;NA;1;NA;3;0;0;NA;0;NA;0;1;0;1;0;0;0;3;0;0;4534;NA;938;1;30;246;907;45;NA;2044;NA;NA;43038;1598;23817;6362;940;8
